ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
PSX,Phillips 66,2018-10-26T07:00:00.000Z,TAS,2.48,3.1,25.1,EDT,-14400000,EQUITY
PSXP,Phillips 66 Partners LP,2018-10-26T11:20:00.000Z,TAS,0.92,1.1,19.57,EDT,-14400000,EQUITY
HLSPF,Heliospectra AB (publ),2018-10-26T07:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PCRBF,Pricer AB (publ),2018-10-26T10:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALV,'Autoliv, Inc.',2018-10-26T06:00:00.000Z,TAS,1.68,1.35,-19.59,EDT,-14400000,EQUITY
GDMOF,DMG MORI AKTIENGESELLSCHAFT,2018-10-26T08:49:00.000Z,TAS,,,,UTC,0,EQUITY
XMMRF,XMReality AB (publ),2018-10-26T06:58:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CSRFF,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,2018-10-26T12:33:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CMHFF,'Compañía Minera Autlán, S.A.B. de C.V.',2018-10-26T21:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADYX,'Adynxx, Inc.',2018-10-26T19:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ONPPF,Oncopeptides AB (publ),2018-10-26T04:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SCTBF,Securitas AB,2018-10-26T07:00:00.000Z,TAS,2.58,3.03,17.26,EDT,-14400000,EQUITY
TSSCF,Türkiye Sise Ve Cam Fabrikalari A.S.,2018-10-26T12:05:00.000Z,TAS,0.26,0.44,69.23,UTC,0,EQUITY
PTABF,PT Astra Agro Lestari Tbk,2018-10-26T05:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AON,Aon plc,2018-10-26T06:21:00.000Z,TAS,1.22,1.3,6.56,EDT,-14400000,EQUITY
CWBC,Community West Bancshares,2018-10-26T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DCOM,'Dime Community Bancshares, Inc.',2018-10-26T07:31:00.000Z,TAS,0.34,0.32,-4.48,EDT,-14400000,EQUITY
UBOPF,Union Bank of the Philippines,2018-10-26T14:28:00.000Z,TAS,,,,UTC,0,EQUITY
HBPCF,Helix BioPharma Corp.,2018-10-26T16:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
B,Barnes Group Inc.,2018-10-26T06:40:00.000Z,TAS,0.81,0.78,-3.7,EDT,-14400000,EQUITY
SAL,'Salisbury Bancorp, Inc.',2018-10-26T11:35:00.000Z,TAS,0.77,0.86,11.69,EDT,-14400000,EQUITY
ESXB,Community Bankers Trust Corporation,2018-10-26T06:00:00.000Z,TAS,0.16,0.17,4.94,UTC,0,EQUITY
MNSBP,'MainStreet Bancshares, Inc.',2018-10-26T08:00:00.000Z,TAS,0.33,0.35,6.06,EDT,-14400000,EQUITY
ZBH,'Zimmer Biomet Holdings, Inc.',2018-10-26T06:00:00.000Z,TAS,1.61,1.63,1.56,EDT,-14400000,EQUITY
BAOOF,BAIOO Family Interactive Limited,2018-10-26T13:52:00.000Z,TAS,,,,UTC,0,EQUITY
BCCLF,'Becle, S.A.B. de C.V.',2018-10-26T08:17:00.000Z,TAS,0.28,0.11,-60.85,EDT,-14400000,EQUITY
CZWI,'Citizens Community Bancorp, Inc.',2018-10-26T16:47:00.000Z,TAS,0.18,0.1,-42.86,EDT,-14400000,EQUITY
IBN,ICICI Bank Limited,2018-10-26T07:30:00.000Z,TAS,0.04,,,EDT,-14400000,EQUITY
BKFCF,'Bank of Communications Co., Ltd.',2018-10-26T04:31:00.000Z,TAS,0.22,0.23,4.55,EDT,-14400000,EQUITY
MNSB,'MainStreet Bancshares, Inc.',2018-10-26T08:00:00.000Z,TAS,0.33,0.35,6.06,EDT,-14400000,EQUITY
CYJBF,Cargotec Corporation,2018-10-26T07:00:00.000Z,TAS,0.65,0.62,-4.76,EDT,-14400000,EQUITY
FMXUF,'Fomento Económico Mexicano, S.A.B. de C.V.',2018-10-26T08:41:00.000Z,TAS,1.85,1.31,-29.27,EDT,-14400000,EQUITY
HEXO,HEXO Corp.,2018-10-26T07:05:00.000Z,TAS,-0.02,-0.05,-194.12,EDT,-14400000,EQUITY
GUOHF,'Grupo Radio Centro, S.A.B. de C.V.',2018-10-26T19:07:00.000Z,TAS,,,,UTC,0,EQUITY
CHTR,'Charter Communications, Inc.',2018-10-26T07:31:00.000Z,TAS,1.04,2.11,103.67,EDT,-14400000,EQUITY
CTRA,Coterra Energy Inc.,2018-10-26T06:40:00.000Z,TAS,0.28,0.25,-10.71,EDT,-14400000,EQUITY
PIPR,Piper Sandler Companies,2018-10-26T08:11:00.000Z,TAS,1.51,1.86,23.18,EDT,-14400000,EQUITY
CFNCF,Compagnie Financière Tradition SA,2018-10-26T16:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
COG,Cabot Oil & Gas Corporation,2018-10-26T06:40:00.000Z,TAS,0.28,0.25,-10.71,UTC,0,EQUITY
