ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
NOG,"Northern Oil and Gas, Inc.",2021-03-12T06:32:00.000Z,TAS,0.66,0.64,-2.88,EST,-18000000,EQUITY
ARTTF,Artemis Resources Limited,2021-03-12T09:40:00.000Z,TAS,,,,EST,-18000000,EQUITY
BMCDF,Bolsas y Mercados Argentinos S.A.,2021-03-12T08:13:00.000Z,TAS,,,,UTC,0,EQUITY
ATSPU,Archimedes Tech SPAC Partners Co.,2021-03-12T17:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
AIV,Apartment Investment and Management Company,2021-03-12T06:49:00.000Z,TAS,-0.06,-0.17,-198.25,EST,-18000000,EQUITY
CRESF,"Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria",2021-03-12T08:51:00.000Z,TAS,,,,UTC,0,EQUITY
SOUN,"SoundHound AI, Inc.",2021-03-12T17:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
FNWB,First Northwest Bancorp,2021-03-12T21:19:00.000Z,TAS,,,,EST,-18000000,EQUITY
PMCBD,"PharmaCyte Biotech, Inc.",2021-03-12T17:16:00.000Z,TAS,,,,UTC,0,EQUITY
BKE,"The Buckle, Inc.",2021-03-12T06:50:00.000Z,TAS,1.26,1.33,5.56,EST,-18000000,EQUITY
PMCB,"PharmaCyte Biotech, Inc.",2021-03-12T17:16:00.000Z,TAS,,,,EST,-18000000,EQUITY
SVBL,"Silver Bull Resources, Inc.",2021-03-12T16:34:00.000Z,TAS,,,,EST,-18000000,EQUITY
BRBMF,Big Rock Brewery Inc.,2021-03-12T07:02:00.000Z,TAS,,,,EST,-18000000,EQUITY
BUKS,Butler National Corporation,2021-03-12T14:38:00.000Z,TAS,,,,EST,-18000000,EQUITY
GBRBF,Great Bear Royalties Corp.,2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
RXDX,"Prometheus Biosciences, Inc.",2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
DALXF,Spartan Delta Corp.,2021-03-12T07:00:00.000Z,TAS,0.05,0.06,20,EST,-18000000,EQUITY
OCCI,"OFS Credit Company, Inc.",2021-03-12T08:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
HLMN,Hillman Solutions Corp.,2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ETRXF,Etrion Corporation,2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
LSEA,Landsea Homes Corporation,2021-03-12T17:17:00.000Z,TAS,0.35,1.08,208.57,EST,-18000000,EQUITY
TEUM,Pareteum Corporation,2021-03-12T09:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
ITRG,Integra Resources Corp.,2021-03-12T15:14:00.000Z,TAS,-0.08,-0.21,-147.06,EST,-18000000,EQUITY
NE,Noble Corporation,2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
CNTY,"Century Casinos, Inc.",2021-03-12T06:00:00.000Z,TAS,-0.02,0.22,1200,EST,-18000000,EQUITY
CETEF,Cathedral Energy Services Ltd.,2021-03-12T08:09:00.000Z,TAS,,,,EST,-18000000,EQUITY
PECO,"Phillips Edison & Company, Inc.",2021-03-12T14:43:00.000Z,TAS,,,,EST,-18000000,EQUITY
HCAP,Harvest Capital Credit Corporation,2021-03-12T17:11:00.000Z,TAS,0.07,-0.06,-192.31,UTC,0,EQUITY
DS,Drive Shack Inc.,2021-03-12T06:50:00.000Z,TAS,-0.19,0.13,168.42,EST,-18000000,EQUITY
DSSI,Diamond S Shipping Inc.,2021-03-12T06:30:00.000Z,TAS,-0.87,-0.71,18.3,UTC,0,EQUITY
EWGFF,Eat Well Investment Group Inc.,2021-03-12T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ITPOF,Intertape Polymer Group Inc.,2021-03-12T07:00:00.000Z,TAS,0.43,0.54,27.06,EST,-18000000,EQUITY
LCY,"Landcadia Holdings III, Inc",2021-03-12T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
ITRM,Iterum Therapeutics plc,2021-03-12T07:00:00.000Z,TAS,-0.19,-0.27,-39.9,EST,-18000000,EQUITY
LBPH,"Longboard Pharmaceuticals, Inc.",2021-03-12T17:02:00.000Z,TAS,,,,EST,-18000000,EQUITY
LPTX,"Leap Therapeutics, Inc.",2021-03-12T06:53:00.000Z,TAS,-0.09,-0.09,-2.27,EST,-18000000,EQUITY
OLP,"One Liberty Properties, Inc.",2021-03-12T16:10:00.000Z,TAS,,,,EST,-18000000,EQUITY
VALU,"Value Line, Inc.",2021-03-12T17:13:00.000Z,TAS,,,,EST,-18000000,EQUITY
INSW,"International Seaways, Inc.",2021-03-12T06:50:00.000Z,TAS,-0.19,-0.52,-179.57,EST,-18000000,EQUITY
INBX,"Inhibrx, Inc.",2021-03-12T08:56:00.000Z,TAS,-0.54,-0.47,13.28,EST,-18000000,EQUITY
PAND,"Pandion Therapeutics, Inc.",2021-03-12T16:43:00.000Z,TAS,-0.38,-0.39,-2.63,UTC,0,EQUITY
MTTR,"Matterport, Inc.",2021-03-12T16:36:00.000Z,TAS,,,,EST,-18000000,EQUITY
KIRK,"Kirkland's, Inc.",2021-03-12T07:17:00.000Z,TAS,1.31,1.36,3.82,EST,-18000000,EQUITY
