ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,2019-03-08T11:15:00.000Z,TAS,,,,EST,-18000000,EQUITY
YPF,YPF Sociedad Anónima,2019-03-08T09:13:00.000Z,TAS,0.05,1.2,2560,EST,-18000000,EQUITY
ALLO,'Allogene Therapeutics, Inc.',2019-03-08T08:03:00.000Z,TAS,-0.26,-0.37,-42.31,EST,-18000000,EQUITY
ALDX,'Aldeyra Therapeutics, Inc.',2019-03-08T07:00:00.000Z,TAS,-0.45,-0.49,-9.13,EST,-18000000,EQUITY
AE,'Adams Resources & Energy, Inc.',2019-03-08T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
UBP-PK,Urstadt Biddle Properties Inc.,2019-03-08T16:21:00.000Z,TAS,0.2,0.16,-20,EST,-18000000,EQUITY
ONCY,Oncolytics Biotech Inc.,2019-03-08T07:00:00.000Z,TAS,-0.24,-0.28,-15.23,EST,-18000000,EQUITY
UBA,Urstadt Biddle Properties Inc.,2019-03-08T16:21:00.000Z,TAS,0.2,0.16,-20,EST,-18000000,EQUITY
BIG,'Big Lots, Inc.',2019-03-08T06:00:00.000Z,TAS,2.3,2.68,16.72,EST,-18000000,EQUITY
BBSRF,Bluestone Resources Inc.,2019-03-08T15:10:00.000Z,TAS,,,,EST,-18000000,EQUITY
BCVMF,Banco Macro S.A.,2019-03-08T16:47:00.000Z,TAS,6.64,8.15,22.74,UTC,0,EQUITY
BMA,Banco Macro S.A.,2019-03-08T16:47:00.000Z,TAS,1.65,2.2,32.97,EST,-18000000,EQUITY
JCS,'Communications Systems, Inc.',2019-03-08T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ROYT,Pacific Coast Oil Trust,2019-03-08T16:28:00.000Z,TAS,0.08,0.09,12.5,UTC,0,EQUITY
CGPVF,CGG,2019-03-08T05:08:00.000Z,TAS,0.04,-0.02,-150,EST,-18000000,EQUITY
FCUUF,Fission Uranium Corp.,2019-03-08T17:23:00.000Z,TAS,0,0,,EST,-18000000,EQUITY
NAV,Navistar International Corporation,2019-03-08T06:15:00.000Z,TAS,0.16,0.11,-32.52,UTC,0,EQUITY
OFS,OFS Capital Corporation,2019-03-08T08:00:00.000Z,TAS,0.35,0.4,15.94,EST,-18000000,EQUITY
PFBOF,PFB Corporation,2019-03-08T17:58:00.000Z,TAS,0.23,0.31,34.78,UTC,0,EQUITY
OFSSG,OFS Capital Corporation,2019-03-08T08:00:00.000Z,TAS,0.35,0.4,15.94,UTC,0,EQUITY
ROYTL,Pacific Coast Oil Trust,2019-03-08T16:28:00.000Z,TAS,0.08,0.09,12.5,EST,-18000000,EQUITY
NMCI,Navios Maritime Containers L.P.,2019-03-08T16:20:00.000Z,TAS,0.28,0.07,-75,UTC,0,EQUITY
CHMA,'Chiasma, Inc.',2019-03-08T16:05:00.000Z,TAS,-0.32,-0.32,0.93,EST,-18000000,EQUITY
CGGYY,CGG,2019-03-08T05:08:00.000Z,TAS,,-0.02,,EST,-18000000,EQUITY
CNAT,Conatus Pharmaceuticals Inc.,2019-03-08T16:05:00.000Z,TAS,-0.14,-1.3,-802.78,UTC,0,EQUITY
HURC,'Hurco Companies, Inc.',2019-03-08T08:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
SHASF,ShaMaran Petroleum Corp.,2019-03-08T17:37:00.000Z,TAS,0.01,0,-150,EST,-18000000,EQUITY
MSEX,Middlesex Water Company,2019-03-08T15:55:00.000Z,TAS,0.42,0.43,2.38,EST,-18000000,EQUITY
RLH,Red Lion Hotels Corporation,2019-03-08T07:01:00.000Z,TAS,-0.1,-0.13,-30,UTC,0,EQUITY
DSKE,'Daseke, Inc.',2019-03-08T08:30:00.000Z,TAS,-0.21,-0.33,-57.14,EST,-18000000,EQUITY
XCUR,'Exicure, Inc.',2019-03-08T16:56:00.000Z,TAS,-0.15,-0.1,33.33,EST,-18000000,EQUITY
ELOX,'Eloxx Pharmaceuticals, Inc.',2019-03-08T07:00:00.000Z,TAS,-0.34,-0.4,-16.96,EST,-18000000,EQUITY
PEGY,Pineapple Energy Inc.,2019-03-08T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
FGPR,'Ferrellgas Partners, L.P.',2019-03-08T07:00:00.000Z,TAS,0.59,0.44,-25.04,EST,-18000000,EQUITY
FGPRQ,'Ferrellgas Partners, L.P.',2019-03-08T07:00:00.000Z,TAS,0.59,0.44,-25.04,UTC,0,EQUITY
FUTU,Futu Holdings Limited,2019-03-08T17:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
GGABF,Grupo Financiero Galicia S.A.,2019-03-08T12:49:00.000Z,TAS,2.59,3.1,19.92,UTC,0,EQUITY
GGAL,Grupo Financiero Galicia S.A.,2019-03-08T13:00:00.000Z,TAS,0.7,0.84,19.6,EST,-18000000,EQUITY
GBLI,'Global Indemnity Group, LLC',2019-03-08T07:50:00.000Z,TAS,-0.07,-0.63,-800,EST,-18000000,EQUITY
GBLIZ,Global Indemnity Limited,2019-03-08T07:50:00.000Z,TAS,-0.07,-0.63,-800,UTC,0,EQUITY
SUPV,Grupo Supervielle S.A.,2019-03-08T09:37:00.000Z,TAS,0.21,0.21,-0.48,EST,-18000000,EQUITY
HSTO,Histogen Inc.,2019-03-08T16:05:00.000Z,TAS,-1.44,-1.3,9.72,EST,-18000000,EQUITY
PTI,'Proteostasis Therapeutics, Inc.',2019-03-08T16:11:00.000Z,TAS,-8.5,-7.2,15.29,UTC,0,EQUITY
OBLG,Oblong Inc.,2019-03-08T16:34:00.000Z,TAS,,,,EST,-18000000,EQUITY
SWAV,'ShockWave Medical, Inc.',2019-03-08T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
RYTM,'Rhythm Pharmaceuticals, Inc.',2019-03-08T08:12:00.000Z,TAS,-0.57,-0.74,-28.92,EST,-18000000,EQUITY
PLYM,'Plymouth Industrial REIT, Inc.',2019-03-08T06:36:00.000Z,TAS,-0.92,-1.1,-19.57,EST,-18000000,EQUITY
ONCS,OncoSec Medical Incorporated,2019-03-08T17:20:00.000Z,TAS,-1.7,-1.3,23.53,EST,-18000000,EQUITY
MRSN,'Mersana Therapeutics, Inc.',2019-03-08T06:00:00.000Z,TAS,-0.69,-0.97,-40.99,EST,-18000000,EQUITY
MTN,'Vail Resorts, Inc.',2019-03-08T06:45:00.000Z,TAS,4.83,5.02,3.91,EST,-18000000,EQUITY
PLXP,PLx Pharma Inc.,2019-03-08T06:50:00.000Z,TAS,-0.37,0.34,191.89,EST,-18000000,EQUITY
NTRP,'Neurotrope, Inc.',2019-03-08T17:05:00.000Z,TAS,-0.37,-0.44,-18.92,UTC,0,EQUITY
YMTX,'Yumanity Therapeutics, Inc.',2019-03-08T16:11:00.000Z,TAS,-8.5,-7.2,15.29,EST,-18000000,EQUITY
PNRLY,Paringa Resources Limited,2019-03-08T17:19:00.000Z,TAS,,,,UTC,0,EQUITY
