ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
BAC,2019-04-16T06:45:00.000Z,TAS,0.66,0.7,6.87,EDT,-14400000,EQUITY
AACH,2019-04-16T06:00:00.000Z,TAS,-0.24,-0.85,-254.17,UTC,0,EQUITY
TMSNY,2019-04-16T11:37:00.000Z,TAS,0.47,0.52,11.83,EDT,-14400000,EQUITY
VTTGF,2019-04-16T17:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ASRPF,2019-04-17T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AMXEF,2019-04-16T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
UAL,2019-04-16T16:15:00.000Z,TAS,0.95,1.15,20.8,EDT,-14400000,EQUITY
BLRDF,2019-04-17T01:00:00.000Z,TAS,2.41,2.23,-7.35,EDT,-14400000,EQUITY
ALLGF,2019-04-17T02:00:00.000Z,TAS,-0.57,-0.59,-5.12,UTC,0,EQUITY
ASMLF,2019-04-17T01:00:00.000Z,TAS,0.53,0.84,57.6,EDT,-14400000,EQUITY
ACPIF,2019-04-16T05:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SVNLF,2019-04-17T01:00:00.000Z,TAS,2.04,2.42,18.57,EDT,-14400000,EQUITY
TKAT,2019-04-16T06:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NHOXF,2019-04-17T02:00:00.000Z,TAS,1.5,1.32,-12,EDT,-14400000,EQUITY
TMNSF,2019-04-16T11:37:00.000Z,TAS,0.47,0.52,11.83,EDT,-14400000,EQUITY
ASML,2019-04-17T01:12:00.000Z,TAS,1.69,0.99,-41.42,EDT,-14400000,EQUITY
NILE,2019-04-16T17:23:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HLAN,2019-04-16T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IBM,2019-04-16T16:05:00.000Z,TAS,2.22,2.25,1.35,EDT,-14400000,EQUITY
DPW,2019-04-16T17:23:00.000Z,TAS,,,,UTC,0,EQUITY
NCBS,2019-04-16T16:15:00.000Z,TAS,1.01,1.05,3.55,EDT,-14400000,EQUITY
PACW,2019-04-16T07:02:00.000Z,TAS,0.91,0.92,1.32,EDT,-14400000,EQUITY
IBKR,2019-04-16T16:01:00.000Z,TAS,0.53,0.64,21.21,EDT,-14400000,EQUITY
INVO,2019-04-16T19:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PBIO,2019-04-16T16:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BLK,2019-04-16T06:15:00.000Z,TAS,6.13,6.61,7.85,EDT,-14400000,EQUITY
MBWM,2019-04-16T06:01:00.000Z,TAS,0.59,0.72,22.45,EDT,-14400000,EQUITY
HOPE,2019-04-16T16:30:00.000Z,TAS,0.34,0.34,0,EDT,-14400000,EQUITY
VYNT,2019-04-16T06:04:00.000Z,TAS,-4.8,-4.2,12.5,EDT,-14400000,EQUITY
WLFFF,2019-04-16T10:37:00.000Z,TAS,-0.01,-0.02,-100,EDT,-14400000,EQUITY
CMA,2019-04-16T06:38:00.000Z,TAS,1.94,2.11,9.04,EDT,-14400000,EQUITY
BUSXF,2019-04-16T18:46:00.000Z,TAS,0,-0.06,-1100,UTC,0,EQUITY
COYJF,2019-04-17T02:00:00.000Z,TAS,0.11,0.2,82.73,EDT,-14400000,EQUITY
FHN-PE,2019-04-16T06:30:00.000Z,TAS,0.34,0.35,1.74,EDT,-14400000,EQUITY
CTO,2019-04-16T16:20:00.000Z,TAS,1.02,0.99,-3.24,EDT,-14400000,EQUITY
HWC,2019-04-16T17:00:00.000Z,TAS,0.97,0.91,-5.7,EDT,-14400000,EQUITY
UCFC,2019-04-16T16:05:00.000Z,TAS,0.19,0.18,-7.37,UTC,0,EQUITY
DESTQ,2019-04-16T06:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
QMXGF,2019-04-17T01:07:00.000Z,TAS,,,,UTC,0,EQUITY
VEV,2019-04-16T18:46:00.000Z,TAS,0,-0.06,-1100,EDT,-14400000,EQUITY
CSX,2019-04-16T16:03:00.000Z,TAS,0.91,1.02,12.21,EDT,-14400000,EQUITY
GTGDF,2019-04-16T06:59:00.000Z,TAS,-0.04,-0.02,42.86,UTC,0,EQUITY
HOFT,2019-04-16T16:31:00.000Z,TAS,1.05,1.24,18.1,EDT,-14400000,EQUITY
CGIX,2019-04-16T06:04:00.000Z,TAS,-4.8,-4.2,12.5,UTC,0,EQUITY
BUSXD,2019-04-16T18:46:00.000Z,TAS,0,-0.06,-1100,UTC,0,EQUITY
LMGDF,2019-04-16T18:38:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PGR,2019-04-16T08:21:00.000Z,TAS,1.37,1.27,-7.16,EDT,-14400000,EQUITY
FULT,2019-04-16T16:30:00.000Z,TAS,0.33,0.33,1.54,EDT,-14400000,EQUITY
MGTI,2019-04-16T16:56:00.000Z,TAS,-0.06,-0.04,33.33,EDT,-14400000,EQUITY
FHN,2019-04-16T06:30:00.000Z,TAS,0.34,0.35,1.74,EDT,-14400000,EQUITY
FHN-PA,2019-04-16T06:30:00.000Z,TAS,0.34,0.35,1.74,UTC,0,EQUITY
DTPKF,2019-04-17T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EOSGF,2019-04-16T17:00:00.000Z,TAS,,,,UTC,0,EQUITY
SQZZF,2019-04-17T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ELMUF,2019-04-17T01:30:00.000Z,TAS,0.47,0.44,-5.58,EDT,-14400000,EQUITY
ERIXF,2019-04-17T01:30:00.000Z,TAS,0.69,0.8,15.94,EDT,-14400000,EQUITY
ERIC,2019-04-17T01:30:00.000Z,TAS,0.06,0.09,60.71,EDT,-14400000,EQUITY
FLTDF,2019-04-16T04:15:00.000Z,TAS,0.44,0.41,-6.82,EDT,-14400000,EQUITY
KONA,2019-04-16T17:30:00.000Z,TAS,,,,UTC,0,EQUITY
OMC,2019-04-16T06:45:00.000Z,TAS,1.09,1.17,7.54,EDT,-14400000,EQUITY
UNH,2019-04-16T05:55:00.000Z,TAS,3.6,3.73,3.7,EDT,-14400000,EQUITY
GWTNF,2019-04-16T18:46:00.000Z,TAS,0,-0.02,-300,UTC,0,EQUITY
GZPZF,2019-04-16T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KONAQ,2019-04-16T17:30:00.000Z,TAS,,,,UTC,0,EQUITY
PPIH,2019-04-16T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PLD,2019-04-16T08:00:00.000Z,TAS,0.33,0.53,60.61,EDT,-14400000,EQUITY
WINT,2019-04-16T17:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NFLX,2019-04-16T16:00:00.000Z,TAS,0.57,0.76,32.64,EDT,-14400000,EQUITY
SRAX,2019-04-16T17:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WSBC,2019-04-16T16:15:00.000Z,TAS,0.8,0.78,-2.5,EDT,-14400000,EQUITY
PRPO,2019-04-16T17:23:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WSBCP,2019-04-16T16:15:00.000Z,TAS,0.8,0.78,-2.5,EDT,-14400000,EQUITY
ICHIF,2019-04-17T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LAKE,2019-04-16T16:03:00.000Z,TAS,0.13,-0.24,-284.62,EDT,-14400000,EQUITY
JNJ,2019-04-16T06:40:00.000Z,TAS,2.04,2.1,3.19,EDT,-14400000,EQUITY
MRTN,2019-04-16T16:01:00.000Z,TAS,0.16,0.17,3.09,EDT,-14400000,EQUITY
NXSCF,2019-04-16T20:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MLNX,2019-04-16T16:08:00.000Z,TAS,1.45,1.59,9.66,UTC,0,EQUITY
TMOAY,2019-04-17T01:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TMOAF,2019-04-17T01:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VDRFF,2019-04-17T03:43:00.000Z,TAS,,,,EDT,-14400000,EQUITY
