ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
FUV,'Arcimoto, Inc.',2018-11-16T16:10:00.000Z,TAS,-0.21,-0.2,4.76,EST,-18000000,EQUITY
LILAK,Liberty Latin America Ltd.,2018-11-16T14:14:00.000Z,TAS,-0.05,-0.14,-200,EST,-18000000,EQUITY
AUUMF,Aumann AG,2018-11-16T08:24:00.000Z,TAS,,,,EST,-18000000,EQUITY
JETMF,Global Crossing Airlines Group Inc.,2018-11-16T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
KSRBF,Kossan Rubber Industries Bhd,2018-11-16T05:27:00.000Z,TAS,,,,EST,-18000000,EQUITY
CZXMF,ZincX Resources Corp.,2018-11-16T14:30:00.000Z,TAS,,,,UTC,0,EQUITY
INREF,InRetail Perú Corp.,2018-11-16T08:28:00.000Z,TAS,0.75,0.88,17.33,EST,-18000000,EQUITY
RGDFF,Reunion Gold Corporation,2018-11-16T09:42:00.000Z,TAS,,,,EST,-18000000,EQUITY
CEI,'Camber Energy, Inc.',2018-11-16T08:18:00.000Z,TAS,,,,EST,-18000000,EQUITY
ZNCXF,ZincX Resources Corp.,2018-11-16T14:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
TFCCF,Terra Firma Capital Corporation,2018-11-16T08:14:00.000Z,TAS,0.2,0.1,-50,EST,-18000000,EQUITY
FOR,Forestar Group Inc.,2018-11-16T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
SOGFF,Strategic Oil & Gas Ltd.,2018-11-16T07:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
HOFSQ,Hermitage Offshore Services Ltd.,2018-11-16T08:38:00.000Z,TAS,,,,UTC,0,EQUITY
PSV,Hermitage Offshore Services Ltd.,2018-11-16T08:38:00.000Z,TAS,,,,UTC,0,EQUITY
PTIZF,PT Indo Tambangraya Megah Tbk,2018-11-16T18:00:00.000Z,TAS,0.08,0.09,12.82,EST,-18000000,EQUITY
KOD,Kodiak Sciences Inc.,2018-11-16T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
SG,'Sweetgreen, Inc.',2018-11-16T17:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
