ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EZYMF,Enzymatica AB (publ),2021-07-16T04:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SDVKF,Sandvik AB (publ),2021-07-16T05:30:00.000Z,TAS,2.7,2.69,-0.37,EDT,-14400000,EQUITY
ARHUF,AAK AB (publ.),2021-07-16T07:08:00.000Z,TAS,1.52,1.51,-0.66,EDT,-14400000,EQUITY
SDVKY,Sandvik AB (publ),2021-07-16T05:30:00.000Z,TAS,0.3,0.32,6.67,EDT,-14400000,EQUITY
ATLKF,Atlas Copco AB,2021-07-16T07:30:00.000Z,TAS,3.82,3.83,0.16,EDT,-14400000,EQUITY
ALV,"Autoliv, Inc.",2021-07-16T06:40:00.000Z,TAS,1.42,1.2,-15.61,EDT,-14400000,EQUITY
EMBVF,"Arca Continental, S.A.B. de C.V.",2021-07-16T14:50:00.000Z,TAS,1.91,1.77,-7.33,EDT,-14400000,EQUITY
NMTLF,New Age Metals Inc.,2021-07-16T19:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EMSHF,EMS-CHEMIE HOLDING AG,2021-07-16T12:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HXPLF,HEXPOL AB (publ),2021-07-16T07:09:00.000Z,TAS,1.52,1.56,2.97,EDT,-14400000,EQUITY
MOBXF,Mobotix AG,2021-07-16T12:23:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TPDNF,Topdanmark A/S,2021-07-16T06:11:00.000Z,TAS,4.97,5.9,18.71,EDT,-14400000,EQUITY
BITGF,Biotage AB (publ),2021-07-16T07:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ATLKY,Atlas Copco AB,2021-07-16T07:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADVOF,ADVA Optical Networking SE,2021-07-16T08:52:00.000Z,TAS,0.17,0.23,35.29,EDT,-14400000,EQUITY
CZMWF,Carl Zeiss Meditec AG,2021-07-16T13:30:00.000Z,TAS,,0.92,,EDT,-14400000,EQUITY
RPID,"Rapid Micro Biosystems, Inc.",2021-07-16T16:16:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MBCN,Middlefield Banc Corp.,2021-07-16T08:00:00.000Z,TAS,0.57,0.7,21.74,EDT,-14400000,EQUITY
IMGO,"Imago BioSciences, Inc.",2021-07-16T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BLND,"Blend Labs, Inc.",2021-07-16T17:09:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BUKS,Butler National Corporation,2021-07-16T11:35:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KSU,Kansas City Southern,2021-07-16T08:00:00.000Z,TAS,2.18,2.06,-5.46,UTC,0,EQUITY
SCHW,The Charles Schwab Corporation,2021-07-16T08:45:00.000Z,TAS,0.71,0.7,-1.82,EDT,-14400000,EQUITY
STT,State Street Corporation,2021-07-16T07:34:00.000Z,TAS,1.79,1.97,10.06,EDT,-14400000,EQUITY
FHN,First Horizon Corporation,2021-07-16T06:40:00.000Z,TAS,0.43,0.58,33.95,EDT,-14400000,EQUITY
MCG,Membership Collective Group Inc.,2021-07-16T16:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ERAS,"Erasca, Inc.",2021-07-16T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FXLV,F45 Training Holdings Inc.,2021-07-16T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STVN,Stevanato Group S.p.A.,2021-07-16T16:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SERA,"Sera Prognostics, Inc.",2021-07-16T16:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TNGX,"Tango Therapeutics, Inc.",2021-07-16T21:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PMMAF,PUMA SE,2021-07-16T13:43:00.000Z,TAS,0.32,0.33,3.45,EDT,-14400000,EQUITY
