ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
DNSKF,Danske Bank A/S,2019-07-18T02:00:00.000Z,TAS,4.2,4.5,7.19,EDT,-14400000,EQUITY
SDVKF,Sandvik AB (publ),2019-07-17T05:30:00.000Z,TAS,2.89,2.81,-2.87,EDT,-14400000,EQUITY
PGSVY,PGS ASA,2019-07-18T02:44:00.000Z,TAS,,,,UTC,0,EQUITY
TLSNF,Telia Company AB (publ),2019-07-18T01:00:00.000Z,TAS,0.59,0.47,-20.61,EDT,-14400000,EQUITY
WRTBF,Wärtsilä Oyj Abp,2019-07-18T01:30:00.000Z,TAS,0.17,0.14,-18.13,EDT,-14400000,EQUITY
ARRJF,Arjo AB (publ),2019-07-18T01:42:00.000Z,TAS,0.43,0.36,-15.29,EDT,-14400000,EQUITY
BAC,Bank of America Corporation,2019-07-17T06:45:00.000Z,TAS,0.71,0.74,4.67,EDT,-14400000,EQUITY
ESAKF,Essity AB (publ),2019-07-18T01:21:00.000Z,TAS,3.6,3.74,4.03,UTC,0,EQUITY
ELUXY,AB Electrolux (publ),2019-07-18T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ETTYF,Essity AB (publ),2019-07-18T01:31:00.000Z,TAS,3.52,3.74,6.4,EDT,-14400000,EQUITY
ENEKF,Enea AB (publ),2019-07-18T01:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NENTF,Nordic Entertainment Group AB (publ),2019-07-18T01:30:00.000Z,TAS,5.21,5.17,-0.67,EDT,-14400000,EQUITY
ELUXF,AB Electrolux (publ),2019-07-18T02:00:00.000Z,TAS,4,3.92,-2.02,UTC,0,EQUITY
LFCAF,Lifco AB (publ),2019-07-18T01:30:00.000Z,TAS,0.99,0.88,-11.04,UTC,0,EQUITY
SDVKY,Sandvik AB (publ),2019-07-17T05:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NMAKF,'Nemak, S. A. B. de C. V.',2019-07-17T19:35:00.000Z,TAS,0.28,0.26,-7.14,EDT,-14400000,EQUITY
VOLVF,AB Volvo (publ),2019-07-18T02:04:00.000Z,TAS,4.8,5.47,13.98,EDT,-14400000,EQUITY
TMSNY,Temenos AG,2019-07-17T11:50:00.000Z,TAS,0.75,0.8,6.95,EDT,-14400000,EQUITY
ADTN,'ADTRAN, Inc.',2019-07-17T20:05:00.000Z,TAS,0.08,0.14,84.21,EDT,-14400000,EQUITY
CAMRF,Camurus AB (publ),2019-07-18T01:00:00.000Z,TAS,-1.93,-1.83,5.18,EDT,-14400000,EQUITY
ALFVY,Alfa Laval AB (publ),2019-07-17T06:38:00.000Z,TAS,3.03,3.36,10.96,EDT,-14400000,EQUITY
NVSEF,Novartis AG,2019-07-18T01:00:00.000Z,TAS,1.22,1.34,9.57,EDT,-14400000,EQUITY
NBNKF,Nordea Bank Abp,2019-07-18T00:30:00.000Z,TAS,0.18,0.17,-7.1,EDT,-14400000,EQUITY
TKAGY,Telekom Austria AG,2019-07-17T04:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLSNY,Telia Company AB (publ),2019-07-18T01:00:00.000Z,TAS,0.59,0.47,-20.61,EDT,-14400000,EQUITY
ABT,Abbott Laboratories,2019-07-17T07:32:00.000Z,TAS,0.8,0.82,2.24,EDT,-14400000,EQUITY
AA,Alcoa Corporation,2019-07-17T16:13:00.000Z,TAS,-0.13,-0.01,92.48,EDT,-14400000,EQUITY
ALFFF,'Alfa, S.A.B. de C.V.',2019-07-17T19:43:00.000Z,TAS,0.62,0.36,-42.22,EDT,-14400000,EQUITY
ALFVF,Alfa Laval AB (publ),2019-07-17T06:38:00.000Z,TAS,3.03,3.36,10.96,EDT,-14400000,EQUITY
AKAAF,Aker ASA,2019-07-18T01:00:00.000Z,TAS,6.67,7.62,14.24,EDT,-14400000,EQUITY
ALPKF,'ALPEK, S.A.B. de C.V.',2019-07-17T19:37:00.000Z,TAS,1.1,0.5,-54.34,EDT,-14400000,EQUITY
NVS,Novartis AG,2019-07-18T01:00:00.000Z,TAS,1.22,1.34,10.11,EDT,-14400000,EQUITY
DNKEY,Danske Bank A/S,2019-07-18T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDDWF,Indutrade AB (publ),2019-07-18T03:07:00.000Z,TAS,1.17,1.01,-14.15,EDT,-14400000,EQUITY
PGEJF,PGS ASA,2019-07-18T02:44:00.000Z,TAS,-0.02,-0.07,-233.33,EDT,-14400000,EQUITY
AXTLF,'Axtel, S.A.B. de C.V.',2019-07-17T19:32:00.000Z,TAS,0.1,0.02,-80,EDT,-14400000,EQUITY
ELRXF,AB Electrolux (publ),2019-07-18T02:00:00.000Z,TAS,4,3.92,-2.02,EDT,-14400000,EQUITY
SWMAF,Swedish Match AB (publ),2019-07-18T02:15:00.000Z,TAS,0.59,0.64,7.94,EDT,-14400000,EQUITY
SWMAY,Swedish Match AB (publ),2019-07-18T02:15:00.000Z,TAS,5.92,6.39,8.01,EDT,-14400000,EQUITY
INJJF,Intrum AB (publ),2019-07-18T01:11:00.000Z,TAS,6.26,6.92,10.54,EDT,-14400000,EQUITY
TMNSF,Temenos AG,2019-07-17T11:50:00.000Z,TAS,0.75,0.8,6.95,EDT,-14400000,EQUITY
ASML,ASML Holding N.V.,2019-07-18T03:02:00.000Z,TAS,1.13,1.27,12.3,EDT,-14400000,EQUITY
USB-PP,U.S. Bancorp,2019-07-17T06:45:00.000Z,TAS,1.07,1.09,2.06,EDT,-14400000,EQUITY
TCBI,'Texas Capital Bancshares, Inc.',2019-07-17T16:02:00.000Z,TAS,1.52,1.5,-1.45,EDT,-14400000,EQUITY
USB,U.S. Bancorp,2019-07-17T06:45:00.000Z,TAS,1.07,1.09,2.06,EDT,-14400000,EQUITY
TBK,'Triumph Bancorp, Inc.',2019-07-17T16:07:00.000Z,TAS,0.47,0.48,2.13,EDT,-14400000,EQUITY
BXS-PA,BancorpSouth Bank,2019-07-17T16:30:00.000Z,TAS,0.61,0.53,-12.69,UTC,0,EQUITY
BOMXF,'Bolsa Mexicana de Valores, S.A.B. de C.V.',2019-07-17T07:47:00.000Z,TAS,0.59,0.56,-5.41,EDT,-14400000,EQUITY
CTBI,'Community Trust Bancorp, Inc.',2019-07-17T09:12:00.000Z,TAS,0.85,1.03,20.75,EDT,-14400000,EQUITY
SBBZF,Soilbuild Business Space REIT,2019-07-17T08:00:00.000Z,TAS,,,,UTC,0,EQUITY
IBM,International Business Machines Corporation,2019-07-17T16:12:00.000Z,TAS,3.07,3.17,3.29,EDT,-14400000,EQUITY
BXS,BancorpSouth Bank,2019-07-17T16:30:00.000Z,TAS,0.61,0.53,-12.69,UTC,0,EQUITY
BK-PC,The Bank of New York Mellon Corporation,2019-07-17T06:30:00.000Z,TAS,0.95,1.01,6.54,UTC,0,EQUITY
CVCY,Central Valley Community Bancorp,2019-07-17T16:00:00.000Z,TAS,0.37,0.45,22.28,EDT,-14400000,EQUITY
TCBIP,'Texas Capital Bancshares, Inc.',2019-07-17T16:02:00.000Z,TAS,1.52,1.5,-1.45,UTC,0,EQUITY
BCNAF,Barco NV,2019-07-18T01:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CATY,Cathay General Bancorp,2019-07-17T16:30:00.000Z,TAS,0.87,0.9,3.21,EDT,-14400000,EQUITY
CADE,Cadence Bank,2019-07-17T16:30:00.000Z,TAS,0.61,0.53,-12.69,EDT,-14400000,EQUITY
BK,The Bank of New York Mellon Corporation,2019-07-17T06:30:00.000Z,TAS,0.95,1.01,6.54,EDT,-14400000,EQUITY
TBKCP,'Triumph Bancorp, Inc.',2019-07-17T16:07:00.000Z,TAS,0.47,0.48,2.13,EDT,-14400000,EQUITY
CBAN,'Colony Bankcorp, Inc.',2019-07-18T01:37:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EGBN,'Eagle Bancorp, Inc.',2019-07-17T16:15:00.000Z,TAS,1.12,1.08,-3.57,EDT,-14400000,EQUITY
GSBC,'Great Southern Bancorp, Inc.',2019-07-17T18:30:00.000Z,TAS,1.16,1.28,10.82,EDT,-14400000,EQUITY
PFBC,Preferred Bank,2019-07-17T16:01:00.000Z,TAS,1.28,1.31,2.42,EDT,-14400000,EQUITY
SLG,SL Green Realty Corp.,2019-07-17T16:05:00.000Z,TAS,0.43,2,367.92,EDT,-14400000,EQUITY
PLXS,Plexus Corp.,2019-07-17T16:15:00.000Z,TAS,0.81,0.81,-0.37,EDT,-14400000,EQUITY
TSC,'TriState Capital Holdings, Inc.',2019-07-17T16:15:00.000Z,TAS,0.45,0.47,4.91,EDT,-14400000,EQUITY
CMA,Comerica Incorporated,2019-07-17T06:49:00.000Z,TAS,2,1.94,-3.19,EDT,-14400000,EQUITY
CTO,'CTO Realty Growth, Inc.',2019-07-17T16:20:00.000Z,TAS,1.66,1.74,4.94,EDT,-14400000,EQUITY
FCCO,First Community Corporation,2019-07-17T09:00:00.000Z,TAS,0.36,0.37,4.23,EDT,-14400000,EQUITY
CNS,'Cohen & Steers, Inc.',2019-07-17T16:25:00.000Z,TAS,0.63,0.62,-1.59,EDT,-14400000,EQUITY
HOCXF,'Hoteles City Express, S.A.B. de C.V.',2019-07-17T16:10:00.000Z,TAS,0.13,0.18,38.46,EDT,-14400000,EQUITY
RLI,RLI Corp.,2019-07-17T16:05:00.000Z,TAS,0.62,0.66,6.62,EDT,-14400000,EQUITY
SLG-PI,SL Green Realty Corp.,2019-07-17T16:05:00.000Z,TAS,0.42,1.94,367.47,EDT,-14400000,EQUITY
CCI-PA,Crown Castle International Corp. (REIT),2019-07-17T16:15:00.000Z,TAS,0.41,0.52,26.52,UTC,0,EQUITY
CCK,'Crown Holdings, Inc.',2019-07-17T17:09:00.000Z,TAS,1.47,1.46,-0.95,EDT,-14400000,EQUITY
CPKF,'Chesapeake Financial Shares, Inc.',2019-07-17T17:05:00.000Z,TAS,0.61,0.66,8.55,EDT,-14400000,EQUITY
PGR,The Progressive Corporation,2019-07-17T08:10:00.000Z,TAS,1.43,1.42,-0.98,EDT,-14400000,EQUITY
KMLGF,Kinder Morgan Canada Limited,2019-07-17T16:05:00.000Z,TAS,0.13,0.13,-0.76,UTC,0,EQUITY
NVEC,NVE Corporation,2019-07-17T16:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
