ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
KRKR,2021-04-15T07:01:00.000Z,TAS,-0.59,-1.96,-233.33,EDT,-14400000,EQUITY
IAUCF,2021-04-15T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STBEF,2021-04-15T12:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WAL,2021-04-15T16:12:00.000Z,TAS,1.47,1.9,29.52,EDT,-14400000,EQUITY
DDAIF,2021-04-15T19:02:00.000Z,TAS,1.28,4.01,213.28,EDT,-14400000,EQUITY
NEXCF,2021-04-15T18:18:00.000Z,TAS,-0.08,-0.12,-50,EDT,-14400000,EQUITY
BAC,2021-04-15T06:04:00.000Z,TAS,0.66,0.86,30.7,EDT,-14400000,EQUITY
AFMD,2021-04-15T06:30:00.000Z,TAS,-0.04,-0.17,-277.78,EDT,-14400000,EQUITY
CVU,2021-04-15T17:26:00.000Z,TAS,0.06,0.11,83.33,EDT,-14400000,EQUITY
DAL,2021-04-15T08:45:00.000Z,TAS,-3.17,-3.55,-11.85,EDT,-14400000,EQUITY
ANGH,2021-04-15T17:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADMP,2021-04-15T17:05:00.000Z,TAS,-0.06,-0.24,-300,EDT,-14400000,EQUITY
VMAC,2021-04-15T17:13:00.000Z,TAS,,,,UTC,0,EQUITY
HOMB,2021-04-15T08:15:00.000Z,TAS,0.44,0.55,26.15,EDT,-14400000,EQUITY
NNA,2021-04-15T07:32:00.000Z,TAS,-0.29,-0.26,9.72,UTC,0,EQUITY
AA,2021-04-15T16:10:00.000Z,TAS,0.46,0.79,70.63,EDT,-14400000,EQUITY
DRTS,2021-04-15T17:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PFFVF,2021-04-15T15:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TGVSF,2021-04-16T01:40:00.000Z,TAS,1.36,2.5,84.23,EDT,-14400000,EQUITY
ALKT,2021-04-15T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
APP,2021-04-15T16:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RAD,2021-04-15T07:00:00.000Z,TAS,-0.76,-0.78,-2.23,EDT,-14400000,EQUITY
USB,2021-04-15T06:45:00.000Z,TAS,0.96,1.45,51.52,EDT,-14400000,EQUITY
NILE,2021-04-15T16:55:00.000Z,TAS,,,,EDT,-14400000,EQUITY
