Date, Open, Close, Volume
2018-12-31,819.990000,814.450000,12479
2019-01-02,782.010000,804.760000,47871
2019-01-03,799.960000,810.040000,23773
2019-01-04,819.760000,833.815000,17358
2019-01-07,834.470000,844.260000,39779
2019-01-08,845.990000,855.630000,18549
2019-01-09,856.820000,837.985000,11809
2019-01-10,837.230000,844.881000,7061
2019-01-11,843.810000,851.580000,12465
2019-01-14,851.490000,847.785000,16155
2019-01-15,853.190000,844.050000,13096
2019-01-16,845.600000,846.000000,16348
2019-01-17,844.190000,839.890000,15576
2019-01-18,846.400000,850.450000,9569
2019-01-22,857.670000,848.365000,29551
2019-01-23,854.560000,849.640000,27792
2019-01-24,848.800000,857.700000,8219
2019-01-25,863.430000,865.120000,11774
2019-01-28,861.010000,868.630000,29396
2019-01-29,868.850000,871.940000,7913
2019-01-30,874.640000,856.840000,12822
2019-01-31,856.450000,882.100000,42916
2019-02-01,884.310000,895.880000,16524
2019-02-04,895.160000,895.570000,22616
2019-02-05,900.000000,898.350000,14996
2019-02-06,900.550000,907.130000,35850
2019-02-07,902.070000,910.796500,15387
2019-02-08,909.140000,913.990000,22246
2019-02-11,918.010000,902.900000,43639
2019-02-12,905.580000,905.050000,22309
2019-02-13,907.930000,900.940000,26297
2019-02-14,899.130000,914.520000,15311
2019-02-15,915.910000,932.915000,30975
2019-02-19,932.940000,931.040000,11012
2019-02-20,929.965000,941.930000,24539
2019-02-21,943.990000,963.630000,42461
2019-02-22,963.000000,961.030000,35081
2019-02-25,963.550000,962.535000,16510
2019-02-26,960.930000,962.250000,16799
2019-02-27,959.190000,969.190000,21001
2019-02-28,954.000000,948.850000,42070
2019-03-01,954.190000,949.000000,50736
2019-03-04,950.520000,950.270000,40017
2019-03-05,951.110000,945.160000,42281
2019-03-06,947.780000,928.070000,42521
2019-03-07,925.850000,928.745000,55735
2019-03-08,925.370000,919.670000,53751
2019-03-11,920.000000,925.720000,47751
2019-03-12,925.470000,933.295000,39196
2019-03-13,940.000000,939.190000,48394
2019-03-14,936.340000,942.803200,42809
2019-03-15,943.000000,948.220000,58569
