Date, Open, Close, Volume
2018-12-31,47.530000,47.600000,4929
2019-01-02,47.430000,47.540000,12118
2019-01-03,47.510000,47.700000,4938
2019-01-04,47.680000,47.615400,7402
2019-01-07,47.700000,47.650000,4156
2019-01-08,47.570000,47.759900,3101
2019-01-09,47.710000,47.750000,19528
2019-01-10,47.770000,47.850400,7004
2019-01-11,47.960000,47.885200,4189
2019-01-14,47.800000,47.780100,2088
2019-01-15,47.829400,47.828000,3556
2019-01-16,47.810000,47.830000,3431
2019-01-17,47.840000,47.890300,5180
2019-01-18,47.970000,47.955000,3765
2019-01-22,47.970000,48.029900,6490
2019-01-23,48.210000,48.122200,3438
2019-01-24,48.268300,48.325000,2100
2019-01-25,48.370000,48.400000,2082
2019-01-28,48.310000,48.360000,3709
2019-01-29,48.290000,48.300100,7516
2019-01-30,48.370000,48.420000,7467
2019-01-31,48.630000,48.689900,10367
2019-02-01,48.770000,48.710100,6734
2019-02-04,48.700000,48.598200,7312
2019-02-05,48.604300,48.630100,4584
2019-02-06,48.650000,48.750100,4391
2019-02-07,48.910000,48.788200,11664
2019-02-08,48.805700,48.800300,2295
2019-02-11,48.810000,48.810000,18071
2019-02-12,48.720000,48.840000,11229
2019-02-13,48.850000,48.785300,7321
2019-02-14,48.920000,48.845000,11851
2019-02-15,48.836600,48.985000,3773
2019-02-21,49.000000,49.010000,11476
2019-02-22,49.000000,49.110000,16758
2019-02-25,49.140000,49.099900,29485
2019-02-26,49.100000,49.060000,15280
2019-02-27,49.100000,48.905000,11959
2019-02-28,48.910000,48.847900,9828
2019-03-01,48.940000,48.790200,33203
2019-03-04,48.790000,48.880000,9778
2019-03-05,48.925600,48.940400,2248
2019-03-06,49.050000,49.085000,13375
2019-03-07,49.068800,49.120900,2867
2019-03-08,49.160000,49.190000,7079
2019-03-11,49.260000,49.330000,17520
2019-03-12,49.330000,49.324900,11482
2019-03-13,49.410000,49.375000,5324
2019-03-14,49.365000,49.365000,252
2019-03-15,49.430000,49.380000,3568
2019-03-18,49.470000,49.503300,25929
2019-03-19,49.390000,49.510000,13113
2019-03-20,49.550000,49.629900,13087
2019-03-21,49.710000,49.710000,6445
2019-03-22,50.010000,50.000000,302
2019-03-25,50.170000,50.070000,19088
2019-03-26,49.980000,50.020000,9726
2019-03-27,49.940000,50.000000,17564
2019-03-28,49.970000,50.129900,9558
2019-03-29,50.110000,50.060900,800
2019-04-01,50.120000,50.010000,24870
2019-04-02,49.970000,49.920000,16399
2019-04-03,49.950000,49.920000,25629
2019-04-04,49.910000,49.890000,15958
2019-04-05,50.000000,50.040000,13918
2019-04-08,50.060000,50.000000,13809
2019-04-09,50.040000,50.030600,14277
2019-04-10,50.110000,50.190000,33544
2019-04-11,50.250000,50.110000,228322
2019-04-12,50.100000,50.020000,15157
2019-04-15,50.140000,50.080000,8317
2019-04-16,50.160000,50.039900,17452
2019-04-17,50.070000,50.090000,6818
2019-04-18,50.140000,50.100000,12921
2019-04-22,50.230000,50.070000,59603
2019-04-23,50.210000,50.120000,27942
2019-04-24,50.140000,50.243500,57597
2019-04-25,50.290000,50.220000,14438
2019-04-26,50.130000,50.210000,17435
2019-04-29,50.210000,50.133800,17811
2019-04-30,50.120000,50.230000,32980
2019-05-01,50.250000,50.210000,19700
2019-05-02,50.190000,50.095000,9980
2019-05-03,50.095000,50.125000,8384
2019-05-06,50.230000,50.230000,9553
2019-05-07,50.300000,50.280000,15830
2019-05-08,50.350000,50.250000,12214
2019-05-09,50.260000,50.255000,4556
2019-05-10,50.150000,50.260000,10990
2019-05-13,50.300000,50.250000,7039
2019-05-14,50.250000,50.250000,10492
2019-05-15,50.460000,50.390000,30292
2019-05-16,50.440000,50.420000,35949
2019-05-17,50.500000,50.405000,20915
2019-05-20,50.490000,50.200000,18866
2019-05-21,50.198000,50.300000,9834
2019-05-22,50.490000,50.280000,17180
2019-05-23,50.660000,50.480000,13453
2019-05-24,50.236500,50.490000,7770
2019-05-28,50.690000,50.680000,40002
2019-05-29,50.560000,50.450000,37661
2019-05-30,50.670000,50.520000,23854
2019-05-31,50.545000,50.775000,58458
2019-06-04,50.880000,50.930000,25628
2019-06-05,50.860000,50.840000,31824
2019-06-06,50.900000,50.900000,7065
2019-06-07,51.020000,51.110000,23326
2019-06-10,51.090000,50.933000,58727
2019-06-11,50.960000,50.965000,12134
2019-06-12,50.970000,50.969000,6714
2019-06-13,50.970000,51.100000,13211
2019-06-14,51.110000,51.140000,9942
2019-06-17,51.160000,51.120000,14952
2019-06-18,51.310000,51.370000,18938
2019-06-19,51.340000,51.560000,68771
2019-06-20,51.560000,51.650000,157043
2019-06-21,51.600000,51.590000,17873
2019-06-24,51.720000,51.760000,24644
2019-06-25,51.760000,51.769700,28703
2019-06-26,51.560000,51.560000,17337
2019-06-27,51.560000,51.710100,17058
2019-06-28,51.740000,51.760000,9945
2019-07-01,51.760000,51.770000,32556
2019-07-02,51.680000,51.960000,19933
2019-07-03,52.000000,52.050000,13134
2019-07-05,52.060000,51.690000,47337
2019-07-08,51.890000,51.824700,28792
2019-07-09,51.740000,51.690000,22818
2019-07-10,51.690000,51.672900,19526
2019-07-11,51.680000,51.550000,30404
2019-07-12,51.520000,51.490000,20465
2019-07-15,51.620000,51.610000,13703
2019-07-16,51.610000,51.445000,32669
2019-07-17,51.660000,51.650000,127037
2019-07-18,51.810000,51.860000,21390
2019-07-19,51.830000,51.799000,13497
2019-07-22,51.920000,51.910000,25164
2019-07-23,51.910000,51.863700,23786
2019-07-24,51.930000,51.990000,22019
2019-07-25,52.110000,51.950000,23479
2019-07-26,52.030000,51.990000,28608
2019-07-29,51.940000,51.840000,19380
2019-07-30,51.940000,51.810000,24882
2019-07-31,52.260000,51.900000,20419
2019-08-01,52.080000,52.280000,24602
2019-08-02,52.380000,52.370000,112151
2019-08-05,52.650000,52.520000,51132
2019-08-06,52.560000,52.680000,49484
2019-08-07,52.950000,52.680000,29003
2019-08-08,52.590000,52.740000,42281
2019-08-09,52.800000,52.689000,59915
2019-08-12,52.670000,52.975000,25648
2019-08-13,53.030000,52.900000,85743
2019-08-14,53.070000,52.970000,38733
2019-08-15,53.030000,53.190000,32228
2019-08-16,53.270000,53.260000,31191
2019-08-19,53.110000,53.090000,50017
2019-08-20,53.090000,53.210000,9141
2019-08-21,53.210000,53.380000,15510
2019-08-22,53.220000,53.230000,36164
2019-08-23,53.230000,53.370000,28005
2019-08-26,53.540000,53.390000,38847
2019-08-27,53.420000,53.630000,12470
2019-08-28,53.650000,53.510000,54364
2019-08-29,53.480000,53.390000,35235
2019-08-30,53.410000,53.370000,19264
2019-09-03,53.510000,53.490000,85113
2019-09-04,53.430000,53.580000,15326
2019-09-05,53.490000,53.240000,172556
2019-09-06,53.250000,53.306000,36478
2019-09-09,53.350000,53.070000,33719
2019-09-10,52.802400,52.650000,34265
2019-09-11,52.650000,52.689900,45565
2019-09-12,52.690000,52.600000,39413
2019-09-13,52.470000,52.200000,45160
2019-09-16,52.270000,52.400000,30169
2019-09-17,52.460000,52.530000,13529
2019-09-18,52.680000,52.640000,19935
2019-09-19,52.675600,52.760000,15297
2019-09-20,52.810000,52.910000,28715
2019-09-23,53.080000,53.000000,27151
2019-09-24,53.100000,53.190000,22765
2019-09-25,53.260000,52.947000,35258
2019-09-26,52.940000,52.870000,21940
2019-09-27,52.900000,52.890000,13668
2019-09-30,52.880000,53.000000,25643
2019-10-01,52.920000,53.070000,59077
2019-10-02,53.190000,53.159000,17348
2019-10-03,53.300000,53.300000,18514
2019-10-04,53.280000,53.460000,14628
2019-10-07,53.400000,53.339900,25192
2019-10-08,53.425000,53.330000,27129
2019-10-09,53.330000,53.230000,11436
2019-10-10,53.180000,53.010000,28077
2019-10-11,52.860000,52.810000,40328
2019-10-14,52.900000,52.920000,66737
2019-10-15,52.950000,52.859000,29743
2019-10-16,52.760000,52.880000,17516
2019-10-17,52.960000,52.920000,47863
2019-10-18,52.960000,52.965000,17157
2019-10-21,52.920000,52.900000,36220
