Date, Open, Close, High, Low, Volume
2018-01-02T05:00:00Z,43.470000,43.860000,43.874600,43.470000,13520
2018-01-03T05:00:00Z,43.790000,44.240000,44.240000,43.790000,12598
2018-01-04T05:00:00Z,44.410000,44.437000,44.509900,44.310000,9137
2018-01-05T05:00:00Z,44.380700,44.639900,44.639900,44.324000,25141
2018-01-08T05:00:00Z,44.500000,44.700000,44.709900,44.280000,9631
2018-01-09T05:00:00Z,44.770000,44.763000,44.820000,44.640000,5568
2018-01-10T05:00:00Z,44.480000,44.680000,44.730000,44.480000,3964
2018-01-11T05:00:00Z,44.830000,45.609700,45.609700,44.830000,24500
2018-01-12T05:00:00Z,45.470000,45.830000,45.830000,45.470000,5114
2018-01-16T05:00:00Z,46.070000,45.240000,46.070000,45.240000,13756
2018-01-17T05:00:00Z,45.230000,45.580000,45.669700,45.230000,3367
2018-01-18T05:00:00Z,45.550000,45.293500,45.550000,45.232000,24092
2018-01-19T05:00:00Z,45.313400,45.565200,45.565200,45.313400,5532
2018-01-22T05:00:00Z,45.790000,46.270000,46.330000,45.758000,28597
2018-01-23T05:00:00Z,46.319200,46.329600,46.411000,46.170000,10260
2018-01-24T05:00:00Z,46.560000,46.196500,46.560000,46.160000,13110
2018-01-25T05:00:00Z,46.320000,46.122800,46.320000,45.994000,6992
2018-01-26T05:00:00Z,46.160000,46.480000,46.480000,46.145000,14923
2018-01-29T05:00:00Z,46.200000,46.050000,46.360100,46.050000,11558
2018-01-30T05:00:00Z,45.439900,45.340000,45.600000,45.299600,37742
2018-01-31T05:00:00Z,45.668000,45.412800,45.668000,45.170000,10716
2018-02-01T05:00:00Z,45.345000,45.290000,45.426600,45.091000,5046
2018-02-02T05:00:00Z,44.870000,44.130000,44.958700,44.120000,17914
2018-02-05T05:00:00Z,43.850000,43.040000,44.100000,42.480000,13951
2018-02-06T05:00:00Z,41.960000,43.150000,43.500000,41.490000,12085
2018-02-07T05:00:00Z,43.460000,43.430000,43.606600,43.320000,1844
2018-02-08T05:00:00Z,43.150000,41.780000,43.150000,41.780000,15056
2018-02-09T05:00:00Z,42.080000,41.830000,42.080000,41.074000,6931
2018-02-12T05:00:00Z,42.120000,42.715900,42.837300,42.120000,8117
2018-02-13T05:00:00Z,42.250000,42.620000,42.712100,42.250000,15835
2018-02-14T05:00:00Z,42.470000,43.520000,43.520000,42.470000,16567
2018-02-15T05:00:00Z,43.890000,43.871200,43.970000,43.250000,12646
2018-02-16T05:00:00Z,43.870000,43.920000,44.250000,43.790000,9045
2018-02-20T05:00:00Z,43.892000,43.560000,43.980000,43.560000,4257
2018-02-21T05:00:00Z,43.720000,43.550000,44.045000,43.505800,10864
2018-02-22T05:00:00Z,43.500000,43.367200,43.840000,43.367200,5717
2018-02-23T05:00:00Z,43.520000,44.010000,44.010000,43.520000,3584
2018-02-26T05:00:00Z,44.161000,44.260000,44.280000,44.147200,6607
2018-02-27T05:00:00Z,44.300000,43.663500,44.357000,43.660000,6072
2018-02-28T05:00:00Z,43.590000,42.925000,43.670000,42.910000,7605
2018-03-01T05:00:00Z,42.740000,43.020000,43.310000,42.721000,8236
2018-03-02T05:00:00Z,42.700000,43.159600,43.272000,42.603400,2919
2018-03-05T05:00:00Z,43.500000,44.040000,44.069000,43.500000,1725
2018-03-06T05:00:00Z,44.262000,44.270300,44.375900,44.026300,11417
2018-03-07T05:00:00Z,44.090100,44.410000,44.410000,44.090100,13170
2018-03-08T05:00:00Z,44.340000,44.260000,44.374800,44.123400,2760
2018-03-09T05:00:00Z,44.700100,44.950000,44.962100,44.700100,31327
2018-03-12T04:00:00Z,45.010000,45.440000,45.453500,45.010000,12643
2018-03-13T04:00:00Z,45.427500,45.060000,45.495000,44.975000,17652
2018-03-14T04:00:00Z,45.085000,44.820000,45.085000,44.820000,2295
2018-03-15T04:00:00Z,44.800000,44.360000,44.863000,44.360000,19173
2018-03-16T04:00:00Z,44.520000,44.770000,44.872100,44.520000,13722
2018-03-19T04:00:00Z,44.100000,44.010000,44.100000,43.790000,21844
2018-03-20T04:00:00Z,44.170000,44.110000,44.229600,44.006000,11355
2018-03-21T04:00:00Z,44.150000,44.690000,44.716500,44.150000,6104
2018-03-22T04:00:00Z,44.270000,43.610000,44.489700,43.560000,7977
2018-03-23T04:00:00Z,43.596800,42.780000,43.719600,42.780000,11394
2018-03-26T04:00:00Z,43.280000,43.540000,43.540000,42.920000,11054
2018-03-27T04:00:00Z,43.410000,42.680000,43.500000,42.600000,28220
2018-03-28T04:00:00Z,42.600000,42.590000,42.790000,42.560000,7303
2018-03-29T04:00:00Z,42.780000,43.270000,43.500000,42.780000,18145
2018-04-02T04:00:00Z,42.764100,42.110000,42.764100,41.920000,5944
2018-04-03T04:00:00Z,42.340000,42.640000,42.728600,42.181100,10479
2018-04-04T04:00:00Z,42.068000,43.260000,43.260000,42.068000,10891
2018-04-05T04:00:00Z,43.500000,43.590000,43.680000,43.403400,4689
2018-04-06T04:00:00Z,43.390000,42.650000,43.390000,42.460000,2359
2018-04-09T04:00:00Z,43.140300,42.900000,43.216000,42.900000,2466
2018-04-10T04:00:00Z,43.430000,43.689700,43.689700,43.200000,5188
2018-04-11T04:00:00Z,43.682000,43.720000,43.969900,43.636000,5118
2018-04-12T04:00:00Z,43.930000,43.980000,44.062800,43.890000,2657
2018-04-13T04:00:00Z,44.200000,43.980000,44.200000,43.920000,2785
2018-04-16T04:00:00Z,44.270000,44.539000,44.587000,44.105800,4565
2018-04-17T04:00:00Z,44.802800,44.950000,45.000000,44.802800,2337
2018-04-18T04:00:00Z,45.397000,45.300000,45.450000,45.300000,2796
2018-04-19T04:00:00Z,45.300000,45.150000,45.300000,45.070000,1967
2018-04-20T04:00:00Z,45.042000,45.051000,45.051000,44.980000,2604
2018-04-23T04:00:00Z,44.840000,44.860000,45.080000,44.730000,11134
2018-04-24T04:00:00Z,45.050000,44.480000,45.060000,44.278000,2598
2018-04-25T04:00:00Z,44.245000,44.550300,44.550300,44.245000,7040
2018-04-26T04:00:00Z,44.690000,44.970100,44.990000,44.690000,14245
2018-04-27T04:00:00Z,44.830000,44.954100,45.000000,44.830000,1664
2018-04-30T04:00:00Z,45.060000,44.764200,45.070000,44.723400,7554
2018-05-01T04:00:00Z,44.218000,44.630000,44.630000,44.218000,13293
2018-05-02T04:00:00Z,44.680000,44.890400,45.139900,44.680000,4771
2018-05-03T04:00:00Z,44.820000,44.580000,44.820000,44.255200,3086
2018-05-04T04:00:00Z,44.720000,45.190000,45.370000,44.711000,8219
2018-05-07T04:00:00Z,45.586000,45.570000,45.820400,45.540000,3880
2018-05-08T04:00:00Z,45.379700,45.640000,45.640000,45.347200,5502
2018-05-09T04:00:00Z,45.951100,46.023000,46.060000,45.820300,2431
2018-05-10T04:00:00Z,46.160000,46.217200,46.346000,46.145100,5140
2018-05-11T04:00:00Z,46.110000,46.350000,46.476600,46.110000,4784
2018-05-14T04:00:00Z,46.480000,46.477000,46.530000,46.450300,4454
2018-05-15T04:00:00Z,46.317200,46.258000,46.317200,46.214100,1504
2018-05-16T04:00:00Z,46.179300,46.609200,46.734200,46.140000,11121
2018-05-17T04:00:00Z,46.778200,46.944800,47.072800,46.778200,10222
2018-05-18T04:00:00Z,46.950000,46.911000,46.980000,46.850100,4669
2018-05-21T04:00:00Z,47.210000,47.135200,47.259900,47.080000,4407
2018-05-22T04:00:00Z,47.100100,46.799900,47.300000,46.762400,12067
2018-05-23T04:00:00Z,46.611000,46.739000,46.739000,46.473400,1953
2018-05-24T04:00:00Z,46.631500,46.631500,46.631500,46.631500,201
2018-05-25T04:00:00Z,46.350000,46.350000,46.359700,46.297200,2468
