Date, Open, Close, High, Low, Volume
2018-01-02T05:00:00Z,91.250000,92.170000,92.480000,91.230000,575253
2018-01-03T05:00:00Z,92.290000,92.030000,92.820000,90.810400,547116
2018-01-04T05:00:00Z,92.750000,91.280000,93.279000,91.140000,739564
2018-01-05T05:00:00Z,91.370000,89.970000,91.620000,89.040000,623636
2018-01-08T05:00:00Z,89.970000,90.660000,91.200000,89.550000,353674
2018-01-09T05:00:00Z,90.980000,90.940000,91.540000,90.290000,301778
2018-01-10T05:00:00Z,91.080000,90.160000,91.695000,89.940000,589881
2018-01-11T05:00:00Z,90.520000,91.150000,91.180000,90.000000,630242
2018-01-12T05:00:00Z,91.360000,92.290000,93.230000,90.930100,542836
2018-01-16T05:00:00Z,92.960000,91.020000,93.280000,90.770000,512143
2018-01-17T05:00:00Z,91.250000,90.740000,91.645000,89.910000,635398
2018-01-18T05:00:00Z,90.720000,91.150000,91.530000,90.180000,732039
2018-01-19T05:00:00Z,91.820000,94.850000,94.930000,91.460000,1244372
2018-01-22T05:00:00Z,94.880000,93.980000,94.880000,92.120000,758465
2018-01-23T05:00:00Z,94.360000,94.090000,94.660000,93.010000,653920
2018-01-24T05:00:00Z,94.240000,93.040000,94.370000,92.210000,764278
2018-01-25T05:00:00Z,98.710000,95.330000,100.260000,92.895000,1911019
2018-01-26T05:00:00Z,95.740000,96.240000,96.650000,94.110000,1013596
2018-01-29T05:00:00Z,95.040000,92.680000,95.960000,92.360000,992286
2018-01-30T05:00:00Z,91.600000,92.150000,92.680000,90.570000,845331
2018-01-31T05:00:00Z,92.960000,90.720000,93.860000,90.540000,709285
2018-02-01T05:00:00Z,90.130000,92.280000,93.200000,90.040000,837433
2018-02-02T05:00:00Z,91.340000,87.450000,91.340000,87.310000,947127
2018-02-05T05:00:00Z,85.680000,84.250000,86.620000,83.940000,1440223
2018-02-06T05:00:00Z,81.970000,85.140000,85.660000,80.780000,1581386
2018-02-07T05:00:00Z,84.790000,85.120000,86.310000,84.790000,748474
2018-02-08T05:00:00Z,85.360000,83.290000,87.549900,83.250000,1538328
2018-02-09T05:00:00Z,85.100000,86.520000,87.450000,83.620000,1259983
2018-02-12T05:00:00Z,86.960000,86.150000,87.870000,85.660000,793572
2018-02-13T05:00:00Z,85.550000,85.370000,86.385000,84.810000,644273
2018-02-14T05:00:00Z,84.900000,86.620000,86.880000,84.580000,789623
2018-02-15T05:00:00Z,87.400000,87.040000,87.880000,86.080000,777194
2018-02-16T05:00:00Z,86.880000,84.990000,87.720000,84.010000,755764
2018-02-20T05:00:00Z,84.440000,84.430000,85.650000,83.850000,1045358
2018-02-21T05:00:00Z,84.240000,84.990000,86.380000,84.240000,730499
2018-02-22T05:00:00Z,85.170000,83.800000,86.910000,83.520000,1634544
2018-02-23T05:00:00Z,84.150000,83.470000,84.990000,81.830000,1094639
2018-02-26T05:00:00Z,83.920000,82.160000,84.000000,81.560000,1549917
2018-02-27T05:00:00Z,82.470000,82.550000,84.860000,82.260000,1703397
2018-02-28T05:00:00Z,82.770000,78.930000,83.190000,78.810000,1614460
2018-03-01T05:00:00Z,79.020000,78.340000,80.740000,77.000000,1159129
2018-03-02T05:00:00Z,76.050000,77.330000,77.790000,75.250000,1550563
2018-03-05T05:00:00Z,76.950000,78.210000,78.680000,76.580000,866488
2018-03-06T05:00:00Z,78.700000,79.300000,79.750000,78.350000,807792
2018-03-07T05:00:00Z,78.010000,78.120000,78.910000,77.130000,1021409
2018-03-08T05:00:00Z,78.430000,78.920000,79.740000,77.390000,617612
2018-03-09T05:00:00Z,79.460000,81.250000,81.350000,79.090000,766160
2018-03-12T04:00:00Z,81.470000,79.830000,82.060000,79.820000,780373
2018-03-13T04:00:00Z,80.330000,79.370000,80.850000,79.070000,361115
2018-03-14T04:00:00Z,79.850000,78.580000,79.920000,78.120000,499589
2018-03-15T04:00:00Z,78.600000,78.090000,79.330000,77.948000,347642
2018-03-16T04:00:00Z,78.120000,79.320000,79.700000,77.690000,803828
2018-03-19T04:00:00Z,80.120000,78.910000,80.520000,78.010000,1280040
2018-03-20T04:00:00Z,79.120000,79.550000,81.230000,78.691200,670444
2018-03-21T04:00:00Z,79.130000,79.600000,80.510000,78.700000,688282
2018-03-22T04:00:00Z,78.680000,76.980000,79.285000,76.910000,855871
2018-03-23T04:00:00Z,77.360000,75.990000,78.490000,75.960000,957075
2018-03-26T04:00:00Z,77.250000,78.680000,78.970000,76.120000,958525
2018-03-27T04:00:00Z,79.040000,77.050000,79.580000,76.650000,522053
2018-03-28T04:00:00Z,76.830000,76.240000,77.350000,75.940000,548242
2018-03-29T04:00:00Z,76.670000,77.270000,77.800000,76.670000,475509
2018-04-02T04:00:00Z,77.010000,74.950000,77.290000,74.070000,436533
